iter	Logloss
790	0.47571401
791	0.4755804766
792	0.4754545088
793	0.4753586074
794	0.4752479998
795	0.4751031734
796	0.4749852813
797	0.4747851609
798	0.4746075675
799	0.4745022696
800	0.4743505249
801	0.4742119303
802	0.4740686406
803	0.4739510689
804	0.4737946031
805	0.4737225626
806	0.473582379
807	0.4734499571
808	0.4733381267
809	0.4732246811
810	0.473077043
811	0.4729170788
812	0.4728450841
813	0.4727452528
814	0.4726278576
815	0.4724654348
816	0.472309904
817	0.4722109228
818	0.4720280262
819	0.4718911579
820	0.4717804456
821	0.4716582639
822	0.4715450406
823	0.4714341061
824	0.4713390548
825	0.4712536224
826	0.471102682
827	0.4709637016
828	0.4708412256
829	0.4707561006
830	0.4706163289
831	0.4704482367
832	0.4702808572
833	0.4701559226
834	0.4700674822
835	0.4698663156
836	0.4697517977
837	0.4696099073
838	0.4694743729
839	0.4693010953
840	0.4692247456
841	0.4690477211
842	0.4689475039
843	0.4688451159
844	0.4686864725
845	0.4685241281
846	0.4683827609
847	0.4682962234
848	0.4681612972
849	0.4680423457
850	0.4679205368
851	0.4678390213
852	0.4677552171
853	0.4676375473
854	0.4675347996
855	0.467444888
856	0.4673240206
857	0.467162984
858	0.467063787
859	0.4669497137
860	0.4668573041
861	0.4667450421
862	0.466622625
863	0.4664537547
864	0.4662925873
865	0.4661568109
866	0.4660583724
867	0.4659643543
868	0.4658125704
869	0.4656318644
870	0.4654778769
871	0.4653598475
872	0.4652321403
873	0.4650920874
874	0.4649443512
875	0.464821751
876	0.464725915
877	0.4645911457
878	0.4644751237
879	0.4643856502
880	0.4642396011
881	0.4641638595
882	0.4640052751
883	0.4638902797
884	0.4637235476
885	0.4636149083
886	0.4635016196
887	0.4633869643
888	0.463274395
889	0.4630893732
890	0.4629316781
891	0.4627569226
892	0.4625836319
893	0.4624852587
894	0.462351346
895	0.4622720146
896	0.4621669847
897	0.4620422005
898	0.461874736
899	0.4617574847
900	0.4616784475
901	0.4615419453
902	0.4614007154
903	0.4613103265
904	0.4611942457
905	0.4610271736
906	0.4608144329
907	0.4607160205
908	0.4606076165
909	0.4604937852
910	0.4603845442
911	0.4602405025
912	0.4601950824
913	0.4601009139
914	0.4599060509
915	0.4597773694
916	0.4596255136
917	0.4594839829
918	0.4593878135
919	0.459217001
920	0.4590933546
921	0.4589627244
922	0.458863632
923	0.4587129598
924	0.4586282467
925	0.4585393356
926	0.4583976872
927	0.4582210942
928	0.458067584
929	0.4579098693
930	0.4577992093
931	0.4576624129
932	0.4575235109
933	0.4574438721
934	0.4572797687
935	0.457174935
936	0.457018528
937	0.4568477156
938	0.4567100821
939	0.4565887047
940	0.4564528892
941	0.4563242403
942	0.4561926621
943	0.4560725859
944	0.4559808891
945	0.4558502917
946	0.4557439868
947	0.4556365506
948	0.4555364054
949	0.4554104506
950	0.4552698616
951	0.4551636612
952	0.45498459
953	0.454853136
954	0.4547436269
955	0.4545862717
956	0.4545052205
957	0.4543675609
958	0.4542403245
959	0.4541721748
960	0.4540234774
961	0.4538948874
962	0.4537752167
963	0.4536379952
964	0.4535667852
965	0.4534515872
966	0.4532694753
967	0.4530561003
968	0.4529674246
969	0.4528672205
970	0.452810586
971	0.452628945
972	0.4525651633
973	0.4524769322
974	0.4523639575
975	0.4522994892
976	0.4521288533
977	0.4520159047
978	0.4519017791
979	0.4518272407
980	0.4516900846
981	0.4515358159
982	0.4514127057
983	0.4513012741
984	0.4511658443
985	0.4510865129
986	0.4509407645
987	0.4507905238
988	0.4506906075
989	0.4505514309
990	0.4504495071
991	0.450335146
992	0.4501858274
993	0.4500299566
994	0.4498278876
995	0.449714697
996	0.4495443293
997	0.4494174198
998	0.4492673557
999	0.4491407144
