iter	Logloss
670	0.4499288109
671	0.4498422669
672	0.4496596123
673	0.4495394184
674	0.4494632388
675	0.4493151887
676	0.449203731
677	0.4490322058
678	0.448880945
679	0.4487219747
680	0.4485441786
681	0.4484399138
682	0.4482709585
683	0.4481160228
684	0.4479693197
685	0.4478222897
686	0.4476504572
687	0.447479357
688	0.4473017571
689	0.4471871933
690	0.4471096274
691	0.4470262679
692	0.4468450061
693	0.4467816364
694	0.4466766327
695	0.4465498017
696	0.4464045209
697	0.4463033916
698	0.4461781398
699	0.4460893627
700	0.4458779004
701	0.445725322
702	0.445581058
703	0.4454577712
704	0.4453131737
705	0.4452189921
706	0.4450429419
707	0.4448694714
708	0.4447607437
709	0.4446759652
710	0.4445384201
711	0.4444012247
712	0.4442049134
713	0.44405959
714	0.4439731408
715	0.4438112345
716	0.4436745133
717	0.4435062086
718	0.4433942179
719	0.4433168547
720	0.4432098795
721	0.4430807534
722	0.4429258863
723	0.4428097532
724	0.4426979882
725	0.4425299156
726	0.4424259516
727	0.4422988166
728	0.4421734504
729	0.4420723832
730	0.4419751184
731	0.441852237
732	0.4416600649
733	0.4415672957
734	0.4414045491
735	0.4412982246
736	0.4412061747
737	0.4410496173
738	0.4409249769
739	0.4408397898
740	0.4407244446
741	0.4405659125
742	0.4404307606
743	0.4403595833
744	0.4401329602
745	0.4399363808
746	0.4398361865
747	0.4396858739
748	0.4396506645
749	0.4395072212
750	0.4393819727
751	0.4392518918
752	0.4391756075
753	0.4390617696
754	0.438962432
755	0.438847986
756	0.4387416712
757	0.4386171943
758	0.4385654608
759	0.4384501254
760	0.4382740818
761	0.4381535152
762	0.4380374638
763	0.4379024329
764	0.4377914035
765	0.4376544894
766	0.4375020255
767	0.4374138238
768	0.437291374
769	0.43719834
770	0.4370647085
771	0.4369112473
772	0.4368239905
773	0.4366904898
774	0.4365277432
775	0.4364369946
776	0.4363220451
777	0.436212621
778	0.436117792
779	0.4359840788
780	0.4358702539
781	0.4356621886
782	0.4355481251
783	0.435436128
784	0.4353454938
785	0.4352061962
786	0.4350865581
787	0.4349849286
788	0.434804883
789	0.4347217491
790	0.4345838607
791	0.434433159
792	0.434310222
793	0.4341922776
794	0.4340982497
795	0.4339268029
796	0.4338040622
797	0.4337031061
798	0.4335952155
799	0.4334282905
800	0.4333068673
801	0.4331987412
802	0.4330780406
803	0.4329979539
804	0.4329144276
805	0.4328117224
806	0.432678869
807	0.432547974
808	0.4324138815
809	0.43231491
810	0.4321907372
811	0.43207447
812	0.4319990849
813	0.4319236736
814	0.4317469204
815	0.4316060927
816	0.4314461481
817	0.4313334708
818	0.4312122242
819	0.4310661489
820	0.4309401876
821	0.4308389962
822	0.4307106122
823	0.4306058276
824	0.4304742656
825	0.4303635272
826	0.4302029418
827	0.4300677115
828	0.4299391281
829	0.429813363
830	0.4297103406
831	0.4296147172
832	0.4294718231
833	0.4293519758
834	0.4292335998
835	0.42913352
836	0.4290229385
837	0.428832254
838	0.4287688189
839	0.4286631548
840	0.4285836664
841	0.4284458989
842	0.4282665563
843	0.4282037228
844	0.4281097308
845	0.4280050475
846	0.427832839
847	0.4277666444
848	0.4276224458
849	0.4275251451
850	0.4274381368
851	0.4273005688
852	0.427176239
853	0.4270727851
854	0.4269803527
855	0.4268667796
856	0.4267904332
857	0.4267336254
858	0.4265999284
859	0.4265185928
860	0.42639305
861	0.4262910248
862	0.4261621472
863	0.4260203451
864	0.425875182
865	0.4257866697
866	0.4256250446
867	0.4255141493
868	0.4253881684
869	0.4252320164
870	0.4250853036
871	0.4249692816
872	0.4248384749
873	0.4247318398
874	0.4245953735
875	0.4244597672
876	0.4243003784
877	0.4242054449
878	0.4240934379
879	0.4239823758
880	0.4238713464
881	0.4237455649
882	0.4235687464
883	0.4234591229
884	0.4233536745
885	0.4232368156
886	0.4231032952
887	0.4229832975
888	0.4229000296
889	0.4227342751
890	0.4226214932
891	0.4224982653
892	0.4223884619
893	0.4222352623
894	0.4221106972
895	0.4219987196
896	0.4218376797
897	0.4217065886
898	0.42158715
899	0.4214905947
900	0.4213355185
901	0.421222341
902	0.4210826543
903	0.4209680252
904	0.4208567735
905	0.420754369
906	0.4205929172
907	0.4204515958
908	0.4203579177
909	0.4202639813
910	0.4201469818
911	0.4200248295
912	0.4198981097
913	0.4197948813
914	0.4196818608
915	0.4195126602
916	0.4194190083
917	0.4193353545
918	0.4192216768
919	0.4191008618
920	0.4190333398
921	0.4188542816
922	0.4187420261
923	0.4185976216
924	0.418512284
925	0.4183822031
926	0.4182132053
927	0.4181069428
928	0.4179738475
929	0.4178786654
930	0.417722945
931	0.4175930309
932	0.4174925915
933	0.4173699847
934	0.4172745509
935	0.4171350473
936	0.4170050384
937	0.4169058937
938	0.4167572158
939	0.4166465494
940	0.4165257506
941	0.4164410899
942	0.4163497985
943	0.4162247593
944	0.4161068279
945	0.4159644177
946	0.4158114536
947	0.4156483408
948	0.4154644699
949	0.4153062843
950	0.4151942348
951	0.4150331557
952	0.4149137139
953	0.4148403787
954	0.414718998
955	0.4145803576
956	0.4144837239
957	0.4143627519
958	0.4142972962
959	0.4141952612
960	0.4141174534
961	0.4140194628
962	0.4139120495
963	0.4137937389
964	0.4136784297
965	0.4135614203
966	0.4134445385
967	0.4133370827
968	0.4132502575
969	0.4131460712
970	0.4130262076
971	0.4128672111
972	0.4127212895
973	0.412574145
974	0.4124560241
975	0.4123452791
976	0.4122325626
977	0.4121063791
978	0.4119932441
979	0.4118802334
980	0.4118202868
981	0.4117216849
982	0.4115598734
983	0.4114384894
984	0.4113306609
985	0.4111839284
986	0.4110677397
987	0.4109670649
988	0.4108452526
989	0.4107360672
990	0.4106093768
991	0.4104516196
992	0.4103112365
993	0.4102578224
994	0.4100972697
995	0.4099747186
996	0.4099076674
997	0.4097644464
998	0.4096919841
999	0.4095846231
